"GWL","EXP","GCM","RCM","BC","HM","SH","deltaRecharge"
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M2",16.6116978746338
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M2",-1.74268250565455
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M2",-8.33781400543978
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M2",-9.18451194835663
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M3",7.08086974324991
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M3",-8.34817607848336
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M3",-6.8279547387101
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M3",5.2588667300026
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M3",-3.21943199725924
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M3",-3.46882801972213
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M3",-5.56503962729289
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M3",-15.0840277422716
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M3",-2.50024075415143
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M3",17.4445705477339
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M3",27.3295736166926
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M3",27.1827120971369
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M3",28.8653821328987
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M3",17.3828548238372
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M3",-2.69165487075429
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M3",-4.57481203518477
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M3",-9.65088558644588
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M4",3.89881284339511
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M4",-5.4315054049011
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M4",-8.29489124554927
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M4",5.22230195993982
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M4",-4.21376508827862
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M4",0.963643950096271
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M4",-8.93519452943471
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M4",-9.38761260020231
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M4",-1.15188549896782
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M4",13.8725317802028
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M4",21.1143815600165
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M4",24.078691440844
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M4",30.7297884659665
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M4",18.0955087766152
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M4",-7.52011587431475
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M4",-13.4280299986048
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M4",-10.2889112653727
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M5",5.59356794258432
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M5",-3.44748982661847
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M5",-6.7252037652349
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M5",7.19339219097026
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M5",-1.9638459951849
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M5",2.22710246872642
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M5",-9.78780755713246
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M5",-8.74230485374832
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M5",2.58953127969497
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M5",19.3944237712776
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M5",21.5427587300161
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M5",28.9849413718808
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M5",43.3070712922271
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M5",21.4327145151196
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M5",-6.34880954370833
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M5",-6.05258108661507
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M5",-8.51167744166776
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M6",5.99563527734335
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M6",-3.8736222301032
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M6",-10.0266210402942
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M6",4.38497549778403
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M6",-8.75189781163516
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M6",1.7885392588362
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M6",-10.7755705455698
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M6",-10.020739206416
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M6",-1.3429813479276
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M6",9.74688542357976
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M6",22.9286671685692
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M6",23.70143702301
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M6",35.9201266126645
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M6",16.5725003800854
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M6",-11.2697744249324
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M6",-14.6995947941382
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M6",-10.5304775342466
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M7",9.22925266877668
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M7",-1.88948922884392
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M7",-10.1490175799643
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M7",2.90796096557364
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M7",-7.94177582744235
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M7",1.48652229584891
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M7",-12.1450669156648
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M7",-8.28417568165164
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M7",2.26041490532158
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M7",4.34892659726485
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M7",16.302481398987
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M7",24.6248720046417
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M7",37.8986849355437
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M7",9.3248154798637
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M7",-15.085334101857
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M7",-14.1075877672269
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M7",-10.6308135517286
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","M8",7.04594671180732
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","M8",-4.67980136463377
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","M8",-10.8716961925959
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","M8",3.16764254116189
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","M8",-8.68169524343203
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","M8",2.44009520097759
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","M8",-11.6024914652553
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","M8",-9.10717848645245
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","M8",-2.67109968816444
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","M8",7.93343013610093
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","M8",20.7918639339715
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","M8",22.0123072325171
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","M8",36.8781923890902
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","M8",15.2845263547405
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","M8",-13.1448027440891
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","M8",-17.2022575153558
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","M8",-9.88055484292272
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N0",8.48911655663149
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N0",-5.13402470293022
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N0",-7.96330246277253
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N0",1.88378949139012
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N0",-2.99628418027306
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N0",3.46419124478421
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N0",-12.4933218699405
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N0",-5.20755153992847
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N0",-1.83146408171713
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N0",4.36083573181436
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N0",11.2586692037622
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N0",17.885436585099
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N0",44.208465525196
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N0",10.326026999682
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N0",-19.6375191069255
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N0",-18.5420691735058
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N0",-8.69448983241488
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N1",5.36926820916206
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N1",-1.4918043839613
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N1",-9.52976225621986
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N1",1.17803125177964
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N1",-2.72125170004173
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N1",1.66190081031765
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N1",-11.981476778956
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N1",-6.02894827589376
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N1",-1.47756327652286
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N1",3.13758395891328
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N1",13.0934548922568
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N1",18.2364967349933
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N1",44.8357503526243
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N1",8.23257966537674
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N1",-20.2828458059098
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N1",-18.2263845159486
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N1",-12.2917264991235
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N2",3.95119900302254
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N2",0.896743289504642
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N2",-8.84811332544377
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N2",-0.502851270451621
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N2",-3.06398971027045
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N2",-0.598375566009901
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N2",-11.5850286936857
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N2",-5.40132941013087
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N2",-4.68402572694201
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N2",0.69571305740681
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N2",10.2876317314016
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N2",19.3531531430504
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N2",53.4740991144143
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N2",4.16890182946363
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N2",-24.5304471741775
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N2",-24.1811779296925
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N2",-13.0900840392479
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N3",8.25232903871811
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N3",-2.75972637166215
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N3",-9.78782973955513
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N3",2.54421807978531
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N3",-4.1092727358024
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N3",-0.907459510591879
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N3",-10.8608642895824
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N3",-10.7276236512334
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N3",-1.71657523083683
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N3",2.24256971463315
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N3",10.8808590045734
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N3",21.971731969577
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N3",36.319432519424
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N3",4.89604688119694
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N3",-17.9507008129784
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N3",-19.5485264568192
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N3",-11.6187647587633
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N4",9.22469485266619
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N4",-3.40054713488935
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N4",-6.43050189358628
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N4",6.28639391241035
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N4",-4.56687054177927
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N4",0.762787324139658
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N4",-9.02599638385956
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N4",-7.4374947576194
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N4",-1.4042746543818
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N4",2.14941416762633
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N4",7.94835807309724
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N4",17.6875319484485
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N4",35.3320211213439
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N4",10.0672666917486
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N4",-11.1641607411349
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N4",-13.9029776958115
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N4",-11.7335210796137
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N5",8.48551489981555
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N5",-1.0563490585594
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N5",-9.06571351732915
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N5",3.30542263121913
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N5",-3.77214690791198
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N5",-0.430859897368985
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N5",-10.8518454012603
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N5",-9.71046307796664
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N5",-2.66691047916309
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N5",0.921286446821234
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N5",9.77225363167136
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N5",20.6125366174365
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N5",36.7035075771327
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N5",4.06296244469091
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N5",-17.9692279795908
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N5",-20.1045160998567
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N5",-10.6548362944682
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N6",9.61671551597001
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N6",-2.37090421954242
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N6",-4.57099559626298
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N6",6.28243531221573
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N6",-4.39881166337993
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N6",1.99805017492338
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N6",-10.2849705492167
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N6",-5.57407638273769
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N6",-5.71130316373503
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N6",-0.415539406248755
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N6",8.02209038224355
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N6",15.5659897621041
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N6",41.2019775676572
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N6",11.3965256523605
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N6",-17.6761547543649
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N6",-19.1062095563922
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N6",-9.06346999178694
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N7",8.36848734002535
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N7",-2.09655690925739
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N7",-9.5868755486154
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N7",2.76065453655219
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N7",-3.99677171290022
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N7",-0.771417416203246
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N7",-10.8892140428061
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N7",-10.4033374443643
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N7",-2.08627394917695
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N7",1.71581822534819
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N7",10.509705249962
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N7",21.5201399167377
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N7",36.4663936955047
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N7",4.51099339179699
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N7",-18.0894336458102
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N7",-19.8512269307852
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N7",-11.2564724600588
