ZH,Variable,Saison,NivRechauf,GCM,RCM,delta,surface
H7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.05057130123279,628.02
Y5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.63878359059986,4495.86
Y4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.53848348101426,4636.41
Y7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.56026233105406,3133.22
Y6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.17062184833763,3977.39
P8,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.43575060525411,1037.04
P7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.61622097604048,2798.82
H0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.54694512721566,4977.37
P9,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.35132437337622,594.17
H2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.55617357546605,4017.04
H1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.67813548622945,7940.09
H4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.63855014553817,6017.36
H3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.51876238555016,4070.19
H6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.5116289874455,2312.37
P0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.17756885341826,3288.88
H5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.29322443567265,2035.43
P2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.7383029087779,3067.22
P1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.0486120257488,3300.37
P4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.74601445709493,1281.93
P3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.01079362687415,2448.69
P6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.68466748005856,3746.82
P5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.41501920039085,2393.78
X0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.28140878789897,4831.02
X2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.13779380193549,2297.71
G7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.9589177935515,479.97
X1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.08652828535016,4602.76
G6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.03070749670195,456.42
X3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.73872883260108,2639.98
O7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.19848037567894,5705.78
O6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.27200141100942,7251.55
O9,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.28081533013418,6511.54
O8,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.69423133545129,5820.81
G1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.00575380132738,345.94
G0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.19990465500708,765.17
G3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.08789883384704,228.18
G2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.13279867816055,1034.43
G5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.87469212337266,246.4
S3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.81269334307428,1529.96
G4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.05491390870354,300.06
S2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.10496905747116,2028.55
S5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.65661974735181,369.87
S4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.76083215473087,1556.7
S6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.72731736530878,276.97
S9,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.15152458514984,73.83
K1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.2092529659889,11061.51
K0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.37526160509227,7272.23
S1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.02539170543031,2790.41
S0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.2136736550598,1910.73
J9,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.30490929870973,1525.76
B2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.96162709017569,1438.55
B1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.06795005825422,1321.05
B4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.9135409973067,1652.17
B3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.83536888841403,945.43
B6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.77990759197661,89.89
B5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.78189808874302,1446.48
J2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.86580297718479,1956.41
B7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.71838138951639,470.24
J1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.06035219641641,2963.99
J4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.01870136950159,2858.66
J3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.89995117578763,4248.04
J6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.22984531380449,1618.75
J5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.23670041583417,2612.19
J8,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.31619455999451,3604.79
R2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.65037117565738,1191.39
J7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.38496084996421,5706.93
B0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.03179192205602,446.6
R1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.67286695432974,1460.15
R4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.50405398042778,880.76
R3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.5098683193195,1496.84
R6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.45534228118896,1327.03
R5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.38525066587469,1377.87
R8,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.03568944383148,54.96
J0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.13627800729227,2770.78
R7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.25170486699669,771.57
A9,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.16138440505626,3836.21
A8,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.98294443648668,2078.69
R0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.71357747579806,1347.63
I9,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.19262504020758,1107.13
Z4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.66607666015625,19.33
A1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.27727464605201,1807.57
I8,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.13114348995596,476.91
A0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.19935813030707,894.59
Z6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.02682320432527,177.96
A3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.19143272684874,2548.93
Z5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.9767480010057,261.57
Z8,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.28033472543326,29.09
A2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.20209851551561,2952.76
A5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.04834482084217,1929.62
A4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.1730481377374,1783.78
Q9,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.84145830549371,1028.41
A7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.02690795705578,2670.23
A6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,3.12278479786652,3091.91
Q8,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.89183415921677,1082.74
I1,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.25497736189177,1809.45
I0,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.36847022946245,1308.03
I3,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.1110597890846,543.24
I2,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.37654534971078,2970.59
I5,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.89413732155334,1468.12
I4,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,2.09566075142986,2069.33
I7,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.91259081634564,1113.63
I6,TMm,seas-JJA,GWL-20,EC-EARTH,HadREM3-GA7,1.83889434731966,1261.29
M1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.49978905873062,8294.27
M0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.46512235378135,7963.25
M3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.33809640266634,5837.92
M2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.31291818348452,20.6
U4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.65430306170072,4014.05
U1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.53057777073305,5793
U0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.52037114987568,6186.06
U3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.5334552401074,5720.16
U2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.56097115124767,7728.47
L4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.58338770212117,3884.86
L3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.47358915172293,818.31
L6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.45617213153271,1772
L5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.53062937673131,3912.9
L8,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.48663116112403,3666.97
L7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.46116282300856,1311.67
D0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.40200358601756,1133.29
L9,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.39187071692282,1483.68
L0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.55145726764962,4402.03
L2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.44316740864401,3217.75
L1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.45738170827525,1840.6
K3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.56461790978933,5604.72
K2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.60409151573952,8744.54
K5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.58306208537191,6822.06
K4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.52141899666889,10007.58
K7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.49604117740411,3446.26
K6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.51555297109471,7121.46
O1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.43883810319241,4131.8
O0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.47606454368994,5818.12
O3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.53630341784375,5301.03
O2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.33279320899197,5193.2
O5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.54115888124322,5960.67
O4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.43629525400402,4490.53
F6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.48746432352048,7320.53
W1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.92177513816154,3063.94
F5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.5510306466251,5514.57
W0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.90577295988408,2711.46
W3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.61425523529462,2497.41
W2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.80475198315986,3619.5
F7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.48763497524587,1105.04
N6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.32042409206008,770.63
N5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.36577672713686,403.72
N8,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.24851895670221,1300.74
N7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.3520270819026,590.11
F0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.54002128802283,3971.64
F2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.51233969142972,1712.15
F1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.52804263683945,4595.06
F4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.5178329491421,9621.44
F3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.57510436514357,10835.87
N0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.12315734179482,1074.69
N2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.20097642479047,619.39
N1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.21429217599522,752.6
N4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.40862217636949,1215.52
N3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.30897257144392,1973.03
V6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.3061427358048,2136.99
V5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.5316137156399,5731.3
V7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.26643440267484,3702.39
E5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.22797630269914,3208.7
V0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.89879519066359,3444.74
E4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.09767023033966,2242
V2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.64177603151154,3759.62
E6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.29764419954741,6568.99
V1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.6976838068019,5949.32
V4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.62563934355164,4936.32
V3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.70464873060206,5190.89
M5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.40062018741876,1855.87
M4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.30469303504645,233.31
M7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.38809393472603,2355.95
M6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.34273362500957,2539.61
M8,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.25616391300213,2581.19
E1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.34032719834407,2658.4
E3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.25939446337756,2825.43
Q1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.23539052782632,1585.53
E2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.32385512729501,1209.69
Q0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.27651167063229,2461.06
Q3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.12092288885051,2194.24
Q2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.29139785747529,3146.1
Q5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.10618243215466,1425.1
Q4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.95624472674314,1368.2
Q7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.17285619637049,1534.31
Y9,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.06390376969032,2891.97
Q6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,3.62392613125882,1089.34
Y8,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.14218726032916,2698.61
Y1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.30433230611972,5326.53
Y0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.3328136869049,5199.28
Y3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.22313344759813,3125.25
Y2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.35974859347445,4403.45
H7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.10226656064738,628.02
Y5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.29497425069498,4495.86
Y4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.15253334798597,4636.41
Y7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.06222067487511,3133.22
Y6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.6584245274203,3977.39
P8,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.34678993608078,1037.04
P7,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.44100630308392,2798.82
H0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.39849114602391,4977.37
P9,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.31580911905006,594.17
H2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.38913896237688,4017.04
H1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.48787739160266,7940.09
H4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.41853976001047,6017.36
H3,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.31915562180875,4070.19
H6,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.29096695114719,2312.37
P0,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.66106583618976,3288.88
H5,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.14016543369211,2035.43
P2,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.5244931969858,3067.22
P1,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.61051362618224,3300.37
P4,TMm,seas-JJA,GWL-20,EC-EARTH,RACMO22E,2.49093029205904,1281.93
