"GWL","EXP","GCM","RCM","BC","SH","deltaRR_DJF","deltaRR_JJA","deltaTMm_DJF","deltaTMm_JJA"
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N2",-0.3,-30.5,1.327,3.578
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N1",-1.1,-31.2,1.309,3.623
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N4",-1.3,-21.8,1.467,4.132
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","N3",0.1,-27.4,1.399,3.912
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V6",14.9,-38.8,1.907,4.135
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V5",12.4,-39.9,1.84,4.585
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V7",12.5,-41.1,1.875,3.95
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E5",8,-21.6,1.319,3.159
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V0",3.8,-22.5,2.057,5.013
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E4",8.8,-21.8,1.274,2.843
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V2",16.3,-34.4,1.829,5.266
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E6",6.6,-16.7,1.352,3.501
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V1",11.9,-37.4,2.236,5.24
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V4",14.3,-34.4,1.728,4.747
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","V3",12.1,-28.9,1.583,4.927
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M5",2.3,-16.1,1.404,3.96
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M4",0.6,-15.6,1.423,3.855
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M7",1.3,-23.2,1.386,3.99
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M6",0.3,-24.7,1.38,3.914
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","M8",-1,-29.5,1.305,3.702
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E1",4.2,-19.7,1.333,3.623
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E3",5.4,-18.8,1.315,3.381
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q1",-1.1,-42.6,1.798,3.731
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","E2",4.2,-18.3,1.336,3.554
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q0",3.7,-44.7,1.936,3.884
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q3",-0.9,-41.5,1.742,3.403
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q2",-2.7,-39.3,1.785,3.667
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q5",3.1,-42,1.899,3.578
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q4",1.6,-32.8,2.149,4.328
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q7",6.2,-41.7,1.843,3.513
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y9",6.2,-42.4,1.93,3.844
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q6",4.1,-37.7,1.931,4.128
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y8",3.9,-45.8,1.816,4.132
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y1",4.8,-38.2,1.881,4.208
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y0",4.9,-31.6,2.056,4.256
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y3",14.5,-51.9,1.906,3.833
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y2",10.5,-43.9,1.854,4.462
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H7",9.1,-22,1.265,2.909
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y5",-0.6,-35.4,2.092,3.88
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y4",2.4,-29.7,1.887,3.741
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y7",9.2,-44.4,1.827,3.996
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Y6",17.3,-28.1,2.52,4.806
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P8",3.5,-29.5,1.603,3.92
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P7",0.6,-25.4,1.649,4.153
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H0",8.4,-19.2,1.364,3.783
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P9",4,-31.2,1.603,3.781
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H2",8.2,-14.7,1.335,3.763
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H1",9.9,-18.3,1.371,4.043
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H4",0.1,-14.8,1.392,3.862
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H3",5.8,-19.1,1.349,3.678
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H6",4,-18.9,1.377,3.606
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P0",2.7,-28.9,1.703,4.983
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","H5",7,-23.7,1.341,3.289
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P2",3.5,-31.9,1.649,4.311
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P1",4.3,-32.3,1.714,4.79
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P4",1.6,-35.2,1.665,4.331
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P3",0.4,-33.3,1.673,4.717
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P6",-0.3,-32,1.657,4.275
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","P5",1.3,-30.5,1.648,3.884
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","X0",4.2,-16.9,2.339,4.869
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","X2",10.1,-29.7,2.334,4.74
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G7",7.5,-20.5,1.296,2.72
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","X1",10.8,-33.7,2.403,4.633
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G6",5.5,-20.6,1.32,2.836
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","X3",7.7,-39.4,1.976,4.083
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O7",7.3,-31.5,1.826,4.878
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O6",-0.4,-41.6,1.793,3.766
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O9",0.1,-31.5,1.652,3.71
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","O8",4,-36.1,1.697,4.25
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G1",5.8,-17,1.309,2.873
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G0",4.8,-15.1,1.328,3.188
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G3",4.8,-19.7,1.353,2.947
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G2",4.7,-18.7,1.34,3.056
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G5",7,-19.1,1.333,2.563
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S3",-1.8,-34,1.565,2.951
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","G4",4.8,-19.6,1.352,2.887
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S2",-3.2,-35.2,1.648,3.482
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S5",4.6,-40.6,1.642,2.688
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S4",-1.7,-35.9,1.638,2.866
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S6",5.4,-39.2,1.769,2.812
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S9",6.1,-40.7,1.782,3.766
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K1",14,-20.6,1.456,4.885
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","K0",13.4,-26.8,1.65,5.077
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S1",3.5,-23.2,1.427,3.24
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","S0",1.8,-21.8,1.456,3.559
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J9",-3,-33.6,1.307,3.697
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B2",5.8,-14.6,1.386,4.548
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B1",10.6,-15.1,1.457,4.652
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B4",6.9,-19.5,1.372,4.443
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B3",5.1,-18.4,1.333,4.327
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B6",3.4,-22.5,1.401,4.17
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B5",4.8,-20.7,1.391,4.18
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J2",-5,-34.1,1.37,2.795
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B7",3.1,-19.8,1.391,4.081
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J1",-4.4,-33.2,1.394,3.04
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J4",-1.8,-34.5,1.312,3.294
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J3",-2.5,-32.1,1.351,2.942
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J6",-2.2,-37.5,1.295,3.59
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J5",-6.2,-32.8,1.333,3.537
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J8",-6.9,-33.7,1.325,3.592
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R2",2.4,-22,1.56,4.215
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J7",-4.3,-27.4,1.374,3.672
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","B0",13.3,-17.1,1.443,4.567
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R1",1.2,-24.5,1.614,4.261
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R4",2.3,-20.1,1.56,3.969
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R3",1.6,-20.2,1.535,4
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R6",-0.2,-20.8,1.478,3.981
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R5",1.2,-22.9,1.513,3.831
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R8",3.7,-23.8,1.31,3.299
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","J0",-2.6,-29.5,1.385,3.207
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R7",0.8,-19.7,1.452,3.645
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A9",10.1,-11.4,1.463,4.723
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A8",7.2,-14.4,1.369,4.529
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","R0",1.2,-24.4,1.547,4.316
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I9",4.1,-29.7,1.366,3.343
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Z4",-6.2,-31.2,1.323,2.431
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A1",11.4,-17.8,1.588,4.844
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I8",5.2,-30.9,1.361,3.235
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A0",21,-15.2,1.544,4.628
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Z6",-2.7,-22.8,1.419,3.248
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A3",12.1,-9.1,1.522,4.591
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Z5",-1.2,-32.8,1.232,3.218
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Z8",-2,-37.6,1.881,3.285
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A2",13.7,-14.2,1.539,4.687
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A5",9.8,-10.9,1.477,4.559
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A4",10.7,-22.9,1.576,4.777
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q9",6.5,-38.6,1.726,3.13
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A7",10.1,-12.3,1.411,4.551
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","A6",14.3,-19.3,1.489,4.64
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","Q8",5.1,-38.9,1.695,3.129
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I1",6.8,-22.3,1.348,3.203
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I0",8.3,-22.2,1.365,3.359
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I3",4.1,-24.4,1.351,2.934
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I2",-0.6,-24.9,1.376,3.454
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I5",1,-28.2,1.293,2.702
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I4",2.5,-28.1,1.336,3.012
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I7",4,-29.5,1.325,2.859
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","I6",1,-29.5,1.298,2.634
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M1",7.1,-30.6,1.631,3.789
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M0",7.3,-31.7,1.636,3.666
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M3",5.1,-30.4,1.586,3.437
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M2",7.1,-22.4,1.628,3.406
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U4",22.4,-33.2,2.12,4.221
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U1",20.8,-29.7,2.044,4.091
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U0",18.3,-29.6,2.07,4.025
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U3",20.4,-28.6,2.005,4.019
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","U2",20.6,-32.5,2.162,4.101
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L4",9,-27.3,1.913,4.025
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L3",12.6,-24.6,1.768,3.831
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L6",11.3,-25.7,1.738,3.822
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L5",8.4,-28,1.901,3.901
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L8",9.2,-23.3,1.731,3.735
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L7",12.9,-27.8,1.716,3.752
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","D0",9.8,-27.3,1.623,3.328
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L9",10.4,-24.2,1.669,3.562
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L0",10.2,-27.2,2.076,4.057
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L2",8.4,-26.6,1.836,3.806
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","L1",8.6,-28.8,1.88,3.802
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K3",20.6,-25.9,1.984,4.11
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K2",18.5,-28.7,2.306,4.128
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K5",15.7,-26,1.833,4.132
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K4",9.7,-27.2,1.708,3.949
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K7",9,-27.7,1.715,3.896
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","K6",10.1,-25.2,1.685,3.933
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O1",7.5,-35.2,2.191,4.107
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O0",2.9,-32,2.225,4.015
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O3",22.5,-46.1,2.352,4.647
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O2",18.7,-38,2.036,3.925
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O5",15.9,-45.5,2.31,4.523
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","O4",19.8,-47.4,2.181,4.4
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F6",12.5,-24.5,1.736,3.732
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","W1",5.2,-30.5,2.422,4.784
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F5",8,-28.5,1.87,4.01
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","W0",-3.7,-30.4,2.353,4.934
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","W3",9.4,-40.3,2.315,4.253
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","W2",-1.5,-35.8,2.771,4.761
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F7",13.3,-28.6,1.593,3.635
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N6",10.6,-28.8,1.774,3.621
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N5",6.5,-28.4,1.78,3.674
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N8",10.2,-32.6,1.694,3.551
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N7",6.3,-28.8,1.724,3.675
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F0",13,-27.9,1.902,4.065
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F2",7.9,-24.3,1.694,3.846
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F1",9.5,-28.5,1.851,3.97
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F4",10.2,-29.8,1.685,3.884
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","F3",14.8,-28.5,1.893,4.122
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N0",2.9,-45.1,1.424,3.291
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N2",7.4,-37,1.57,3.514
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N1",6.2,-41.5,1.536,3.504
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N4",8.6,-28.6,1.83,3.736
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","N3",6.5,-31.1,1.669,3.659
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V6",17.7,-42.5,2.462,4.094
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V5",23.8,-38.4,2.41,4.362
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V7",28.4,-41.6,2.264,3.939
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","E5",14.4,-27.8,1.557,2.914
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V0",8.4,-32.9,2.536,4.582
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","E4",14.6,-30.7,1.498,2.684
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V2",17.6,-38.6,2.526,4.392
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","E6",14.8,-27.7,1.636,3.195
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V1",13.8,-37.7,2.45,4.355
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V4",14.5,-40.7,2.458,4.458
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","V3",16.6,-35.2,2.147,4.408
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M5",8.4,-18.9,1.63,3.566
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M4",7.5,-19.8,1.627,3.421
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M7",4.2,-26,1.669,3.662
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M6",1.6,-26.6,1.58,3.515
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","M8",1.3,-41.1,1.48,3.484
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","E1",14.6,-28.8,1.581,3.28
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","E3",13,-29.7,1.508,3.053
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Q1",7.3,-33.9,1.873,3.534
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","E2",13.9,-27.2,1.536,3.211
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Q0",5.8,-29.7,1.944,3.614
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Q3",6.6,-33.7,1.822,3.264
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Q2",12.1,-32,1.916,3.389
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Q5",4.4,-35.4,1.795,3.373
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Q4",-4.9,-28.2,2.41,4.401
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Q7",4.9,-34.7,1.901,3.35
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y9",40.9,-39.5,1.952,3.487
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Q6",-2.9,-35.9,2.338,4.001
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y8",26.1,-39.6,2.001,3.685
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y1",20.6,-42.6,2.157,4.156
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y0",22.4,-39.6,2.278,4.049
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y3",30.6,-42.9,2.309,3.86
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y2",35.6,-49.5,2.264,4.27
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","H7",15.9,-30.2,1.499,2.754
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y5",15,-48.7,2.252,3.651
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y4",19.9,-52.5,2.21,3.712
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y7",35.6,-44.6,1.87,3.47
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","Y6",1.5,-26.5,2.835,4.355
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","P8",15.8,-23,1.913,3.564
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","P7",14.2,-28.9,2.05,3.759
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","H0",10.6,-24.8,1.701,3.432
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","P9",15.7,-27.5,1.889,3.501
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","H2",14.6,-28.5,1.668,3.476
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","H1",12.5,-26.5,1.792,3.647
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","H4",10.3,-35.3,1.619,3.643
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","H3",13.3,-33.9,1.651,3.41
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","H6",11.9,-34.7,1.617,3.292
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","P0",10.3,-29.8,2.322,4.351
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","H5",12.8,-34.1,1.602,2.98
