GCM-RCM;ZH;deltaDegre;ref;fut;surface
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I3;1.405;5.557;6.962;543
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I2;1.448;4.562;6.01;2971
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I5;1.227;6.389;7.616;1468
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I4;1.349;5.439;6.788;2063
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I7;1.322;5.625;6.947;1112
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_DJF.nc;I6;1.203;6.484;7.687;1255
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;M1;1.694;19.154;20.848;8294
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;M0;1.66;18.912;20.572;7963
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;M3;1.649;18.395;20.044;5838
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;M2;1.724;19.739;21.463;21
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;U4;1.79;20.099;21.89;4014
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;U1;1.73;19.29;21.02;5793
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;U0;1.762;18.883;20.645;6186
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;U3;1.719;19.876;21.596;5720
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;U2;1.741;17.985;19.726;7728
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L4;1.729;18.847;20.576;3885
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L3;1.687;19.87;21.557;818
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L6;1.666;19.878;21.544;1772
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L5;1.65;19.304;20.953;3913
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L8;1.723;19.682;21.405;3667
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L7;1.678;19.877;21.555;1312
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;D0;1.656;17.632;19.288;1133
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L9;1.704;19.763;21.467;1484
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L0;1.648;18.632;20.28;4402
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L2;1.659;19.655;21.314;3218
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;L1;1.627;19.637;21.263;1841
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;K3;1.776;18.59;20.366;5605
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;K2;1.739;17.008;18.747;8745
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;K5;1.818;19.154;20.972;6822
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;K4;1.795;19.372;21.167;10008
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;K7;1.696;19.603;21.299;3446
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;K6;1.759;19.542;21.301;7121
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O1;1.693;18.291;19.984;4132
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O0;1.733;17.013;18.746;5818
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O3;1.836;19.006;20.841;5301
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O2;1.661;21.098;22.759;5193
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O5;1.744;20.035;21.78;5961
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O4;1.699;20.3;22;4491
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;F6;1.666;18.758;20.424;7321
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;W1;2.084;13.054;15.138;3064
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;F5;1.781;18.497;20.278;5515
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;W0;2.105;12.249;14.354;2711
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;W3;1.814;18.653;20.467;2497
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;W2;2.042;13.454;15.496;3619
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;F7;1.675;19.703;21.378;1105
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;N6;1.577;20.135;21.712;771
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;N5;1.587;19.73;21.317;404
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;N8;1.56;20.081;21.641;1301
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;N7;1.59;19.58;21.171;590
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;F0;1.753;18.888;20.641;3972
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;F2;1.729;19.209;20.938;1712
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;F1;1.719;18.91;20.629;4595
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;F4;1.786;19.193;20.979;9621
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;F3;1.81;19.058;20.868;10836
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;N0;1.566;19.193;20.759;1075
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;N2;1.603;19.422;21.025;619
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;N1;1.626;19.278;20.904;753
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;N4;1.605;19.896;21.5;1216
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;N3;1.621;19.431;21.052;1973
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;V6;1.805;21.225;23.03;2137
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;V5;1.939;20.863;22.803;5731
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;V7;1.891;22.856;24.747;3702
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;E5;1.434;17.07;18.504;3202
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;V0;1.973;15.405;17.378;3445
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;E4;1.415;17.247;18.663;2241
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;V2;1.761;17.449;19.21;3760
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;E6;1.536;17.56;19.095;6568
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;V1;1.833;18.291;20.124;5949
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;V4;1.905;19.692;21.597;4936
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;V3;1.865;19.971;21.836;5191
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;M5;1.765;19.574;21.338;1856
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;M4;1.726;19.636;21.363;233
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;M7;1.676;19.278;20.954;2356
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;M6;1.733;19.297;21.03;2540
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;M8;1.642;19.296;20.938;2581
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;E1;1.599;17.913;19.512;2658
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;E3;1.526;17.661;19.187;2825
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Q1;1.782;20.457;22.239;1586
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;E2;1.584;17.979;19.563;1210
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Q0;1.707;19.144;20.85;2461
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Q3;1.718;20.611;22.329;2194
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Q2;1.81;20.653;22.463;3146
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Q5;1.64;20.041;21.681;1425
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Q4;2.117;14.204;16.321;1368
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Q7;1.579;19.043;20.622;1534
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y9;1.777;21.489;23.266;2858
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Q6;1.841;15.397;17.238;1089
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y8;1.836;21.029;22.865;2698
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y1;1.793;20.707;22.5;5327
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y0;1.877;19.867;21.745;5199
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y3;1.868;23.378;25.246;3125
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y2;1.923;21.562;23.485;4403
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;H7;1.375;17.571;18.946;628
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y5;1.882;22.286;24.168;4493
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y4;1.8;22.922;24.722;4635
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y7;1.693;20.974;22.667;3118
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Y6;1.974;16.75;18.724;3977
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P8;1.679;20.548;22.227;1037
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P7;1.665;20.247;21.912;2799
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;H0;1.595;18.032;19.627;4977
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P9;1.649;21.035;22.684;594
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;H2;1.62;18.246;19.867;4017
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;H1;1.65;18.484;20.134;7940
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;H4;1.66;18.264;19.925;6017
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;H3;1.572;17.976;19.548;4070
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;H6;1.529;17.543;19.072;2312
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P0;1.712;16.523;18.234;3289
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;H5;1.43;17.419;18.848;2035
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P2;1.764;20.286;22.05;3067
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P1;1.701;17.852;19.553;3300
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P4;1.78;20.429;22.21;1282
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P3;1.723;18.641;20.364;2449
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P6;1.697;20.127;21.824;3747
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;P5;1.689;20.852;22.541;2394
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;X0;2.086;13.176;15.262;4831
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;X2;1.963;18.281;20.244;2298
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;G7;1.328;16.917;18.245;480
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;X1;1.884;18.439;20.322;4603
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;G6;1.335;16.902;18.236;453
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;X3;1.858;21.733;23.591;2640
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O7;1.803;16.738;18.541;5706
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O6;1.698;20.797;22.495;7252
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O9;1.702;20.738;22.44;6512
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;O8;1.738;20.343;22.082;5821
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;G1;1.329;16.694;18.023;346
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;G0;1.428;16.871;18.299;762
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;G3;1.327;16.885;18.212;228
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;G2;1.354;16.763;18.117;1033
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;G5;1.265;16.793;18.057;242
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;S3;1.577;20.434;22.011;1523
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;G4;1.314;16.866;18.18;300
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;S2;1.725;20.391;22.116;2029
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;S5;1.38;19.717;21.097;370
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;S4;1.592;20.34;21.931;1554
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;S6;1.403;19.117;20.52;200
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;S9;1.569;15.754;17.323;74
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;K1;1.797;19.018;20.815;11062
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;K0;1.785;17.494;19.279;7272
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;S1;1.564;20.287;21.851;2790
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;S0;1.574;20.362;21.935;1911
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J9;1.669;18.969;20.637;1522
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;B2;1.866;18.21;20.077;1439
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;B1;1.839;18.077;19.917;1321
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;B4;1.796;18.166;19.962;1652
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;B3;1.769;18.261;20.03;945
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;B6;1.691;17.111;18.802;90
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;B5;1.693;17.814;19.507;1446
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J2;1.452;16.495;17.948;1956
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;B7;1.711;17.264;18.974;470
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J1;1.567;17.114;18.68;2960
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J4;1.485;17.26;18.745;2856
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J3;1.43;16.7;18.13;4241
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J6;1.572;18.326;19.898;1618
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J5;1.593;17.325;18.918;2612
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J8;1.644;17.807;19.451;3605
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;R2;1.643;20.137;21.78;1191
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J7;1.659;18.492;20.15;5707
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;B0;1.783;18.37;20.153;447
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;R1;1.61;19.791;21.401;1460
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;R4;1.627;20.323;21.95;881
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;R3;1.604;20.261;21.865;1497
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;R6;1.572;19.953;21.525;1327
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;R5;1.608;20.216;21.824;1378
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;R8;1.437;20.117;21.554;55
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;J0;1.499;17.711;19.21;2767
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;R7;1.58;20.236;21.816;772
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;A9;1.874;18.725;20.599;3836
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;A8;1.826;18.62;20.447;2079
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;R0;1.642;19.744;21.386;1348
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;I9;1.45;17.388;18.838;1107
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Z4;1.277;16.821;18.098;3
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;A1;1.794;18.61;20.404;1808
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;I8;1.418;17.083;18.501;477
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;A0;1.747;19.631;21.378;895
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Z6;1.495;20.138;21.633;175
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;A3;1.807;19.379;21.186;2549
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Z5;1.441;19.111;20.552;254
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;Z8;1.796;23.328;25.125;27
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;A2;1.826;18.826;20.652;2953
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;A5;1.871;18.592;20.463;1930
tasAdjust_FR_rcp85_CNRM-CM5-LR_ALADIN63_ADAMONT_seasmean_1951-2100_JJA.nc;A4;1.804;17.422;19.226;1784
